LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL
9618460942010011212053302200990,,Perrymount Primary School,Sunderland Road,SE23 2PX,899466200000,101,69,,E,55,25,,Schools and seasonal public buildings,2010-01-12,E09000023,E14000788,Greater London Authority,2010-01-12,Schools and seasonal public buildings,Natural Gas,,,,1569,83,146,64,40,0,0,32,,20,,,,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Perrymount Primary School, Sunderland Road",Lewisham,Lewisham West and Penge,LONDON,2009-10-01,2009-07-31,2010-01-12 12:05:33,
54738756032016031416340642000990,,Metropolitan Police Service,333 Bromley Road,SE6 2RP,507295450000,83,94,115,D,162,106,0,Emergency Services,2016-03-14,E09000023,E14000787,Greater London Authority,2016-03-14,Emergency Services,Natural Gas,,,,2984,182,357,99,70,0,0,188,237,109,163,0,0,Yes,124,,5,Air Conditioning,S9;,"Metropolitan Police Service, 333 Bromley Road",Lewisham,Lewisham East,LONDON,2015-11-29,2015-08-31,2016-03-14 16:34:06,Standard Occupancy
26946667332015091810481690000997,MARGARET MCMILLAN BUILDING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560003,54,78,80,C,87,23,0,University Campus,2013-02-01,E09000023,E14000789,Greater London Authority,2015-09-18,University Campus,Natural Gas,,,,1863,63,246,85,110,0,0,131,128,39,36,0,0,No,,,4,Heating and Natural Ventilation,S4;,"MARGARET MCMILLAN BUILDING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2014-10-30,2014-08-01,2015-09-18 10:48:16,Extended Occupancy
26947068732019021413521290000997,STUDENTS' UNION,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560007,94,87,,D,61,49,0,University Campus,2018-01-21,E09000023,E14000789,Greater London Authority,2019-02-14,University Campus,Natural Gas,,,,1341,188,221,83,80,0,0,60,,39,,0,,Yes,,1,4,Heating and Natural Ventilation,S4;,"STUDENTS' UNION, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2019-02-28,2018-12-31,2019-02-14 13:52:12,Standard Occupancy
5489394952020032507552009002155,,Lewisham Reference Library,199-201 Lewisham High Street,SE13 6LG,150049250000,76,93,87,D,139,46,0,Cultural Activities,2020-03-11,E09000023,E14000789,Greater London Authority,2020-03-25,Cultural Activities,Natural Gas,,,,2696,88,208,94,91,0,0,175,166,53,46,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H4;,"Lewisham Reference Library, 199-201 Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2020-04-01,2020-01-01,2020-03-25 07:55:20,Extended Occupancy
33243916952020062112500904062229,DOO,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220006,176,179,158,G,208,112,0,General Office,2020-06-19,E09000023,E14000789,Greater London Authority,2020-06-21,General Office,Natural Gas,,,,2470.02,233,109,153,95,0,0,212,187,110,102,0,0,Yes,,2,3,Heating and Natural Ventilation,C1;,"DOO, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2020-05-31,2020-03-31,2020-06-21 12:50:09,Standard Occupancy
28702910302010010512020787219290,SPORTS CENTRE,Brindishe Green School,Beacon Road,SE13 6EH,734441280001,68,,,C,19,16,,Schools And Seasonal Public Buildings,2009-11-23,E09000023,E14000789,Greater London Authority,2010-01-05,Schools And Seasonal Public Buildings,Natural Gas,,,,1035,82,146,33,40,0,0,,,,,,,No,,,5,Heating and Natural Ventilation,S3;,"SPORTS CENTRE, Brindishe Green School, Beacon Road",Lewisham,"Lewisham, Deptford",LONDON,2009-11-30,2009-09-29,2010-01-05 12:02:07,
4905650302008112709293976709290,,London Borough of Lewisham,"Honor Lea Hostel, 103 Brockley Rise",SE23 1JW,731575770000,92,,,D,76,106,,Long term residential,2008-11-26,E09000023,E14000789,Greater London Authority,2008-11-27,Long term residential,Natural Gas,,Not applicable,Not applicable,1772,310,391,78,65,0,0,,,,,,,,,,,Heating and Natural Ventilation,S7;,"London Borough of Lewisham, Honor Lea Hostel, 103 Brockley Rise",Lewisham,"Lewisham, Deptford",LONDON,,2008-08-30,2008-11-27 09:29:39,
4600230002008121908161656709290,,Lewisham College,2 Deptford Church Street,SE8 4RZ,801383750000,200,,,G,1116,1100,,University campus,2008-11-26,E09000023,E14000789,Greater London Authority,2008-12-19,University campus,Natural Gas,,Not applicable,Not applicable,12692,447,224,160,80,0,0,,,,,,,,,,,Heating and Mechanical Ventilation,S4;,"Lewisham College, 2 Deptford Church Street",Lewisham,"Lewisham, Deptford",LONDON,2008-11-01,2008-08-30,2008-12-19 08:16:16,
9618460902017112320530207209290,,Perrymount Primary School,Sunderland Road,SE23 2PX,899466200000,117,110,121,E,62,31,0,Schools And Seasonal Public Buildings,2017-11-23,E09000023,E14000788,Greater London Authority,2017-11-23,Schools And Seasonal Public Buildings,Natural Gas,,,,1643.92,96,135,68,40,0,0,62,76,25,25,0,0,Yes,,1,5,Mixed-mode with Natural Ventilation,S3;,"Perrymount Primary School, Sunderland Road",Lewisham,Lewisham West and Penge,LONDON,2017-09-30,2017-08-01,2017-11-23 20:53:02,Standard Occupancy
5279580402008112709321143709290,,South Lewisham A E Institute,"Kirkdale Centre, 84 Kirkdale",SE26 4BH,948508740000,87,,,D,24,58,,General office,2008-11-27,E09000023,E14000788,Greater London Authority,2008-11-27,General office,Natural Gas,,Not applicable,Not applicable,1277,235,113,35,95,0,0,,,,,,,,,,,Heating and Natural Ventilation,C1;,"South Lewisham A E Institute, Kirkdale Centre, 84 Kirkdale",Lewisham,Lewisham West and Penge,LONDON,,2008-10-30,2008-11-27 09:32:11,
3790760902011022510591666819290,BREAKSPEARS BUILDING,Lewisham College,Breakspears Road,SE4 1UT,998106860001,132,95,130,F,1648,414,0,University campus,2010-11-26,E09000023,E14000789,Greater London Authority,2011-02-25,University campus,Natural Gas,,,,17259,124,241,174,80,0,0,1438,1556,9,414,0,0,Yes,,3,1,Heating and Mechanical Ventilation,S4;,"BREAKSPEARS BUILDING, Lewisham College, Breakspears Road",Lewisham,"Lewisham, Deptford",LONDON,2010-11-26,2010-10-31,2011-02-25 10:59:16,Standard Occupancy
611570902016021810173387209090,,Richard Hoggart Building,"University of London,Goldsmiths College",SE14 6NW,191797280000,57,73,75,C,627,357,0,University Campus,2015-11-03,E09000023,E14000789,Greater London Authority,2016-02-18,University Campus,Natural Gas,,N/a,Solar Photovoltaics,15714,117,258,73,110,0,0,788,854,458,521,0,0,Yes,,3,5,Heating and Natural Ventilation,S4;,"Richard Hoggart Building, University of London,Goldsmiths College",Lewisham,"Lewisham, Deptford",LONDON,2015-10-30,2015-07-31,2016-02-18 10:17:33,Extended Occupancy
25730550942017110816510129509090,,Sandhurst Junior School,Minard Road,SE6 1NW,494545520000,90,85,84,D,79,60,0,Schools And Seasonal Public Buildings,2016-11-01,E09000023,E14000787,Greater London Authority,2017-11-08,Schools And Seasonal Public Buildings,Natural Gas,,,,3233,95,132,44,40,0,0,71,69,62,60,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Sandhurst Junior School, Minard Road",Lewisham,Lewisham East,LONDON,2016-10-19,2016-07-31,2017-11-08 16:51:01,Standard Occupancy
26946760702017051714594765549090,LOCKWOOD BUILDING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560004,53,47,49,C,78,58,0,University Campus,2015-11-05,E09000023,E14000789,Greater London Authority,2017-05-17,University Campus,Natural Gas,,,,2378,126,247,59,110,0,0,69,87,54,51,0,0,Yes,,3,5,Heating and Natural Ventilation,S4;,"LOCKWOOD BUILDING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2016-10-30,2016-07-31,2017-05-17 14:59:47,Extended Occupancy
26947160742017051715180765589090,WARMINGTON TOWER,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560008,58,45,54,C,131,77,0,University Campus,2015-11-05,E09000023,E14000789,Greater London Authority,2017-05-17,University Campus,Natural Gas,,,,3325,120,247,72,110,0,0,132,155,32,40,0,0,Yes,,1,5,Heating and Natural Ventilation,S4;,"WARMINGTON TOWER, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2016-10-30,2016-07-31,2017-05-17 15:18:07,Extended Occupancy
11859420102016021810054824309090,,Loring Hall,St. James',SE14 6AD,817302320000,49,50,52,B,211,238,0,University Campus,2015-11-04,E09000023,E14000789,Greater London Authority,2016-02-18,University Campus,Natural Gas,,N/A,N/A,8309,148,258,46,110,0,0,213,245,231,259,0,0,No,,,4,Heating and Natural Ventilation,S4;,"Loring Hall, St. James'",Lewisham,"Lewisham, Deptford",LONDON,2015-10-30,2015-07-31,2016-02-18 10:05:48,Extended Occupancy
9569368252012032614332405009105,,Marvels Lane Primary School,Riddons Road,SE12 9RA,153385200000,46,82,56,B,4,41,0,Schools And Seasonal Public Buildings,2012-03-26,E09000023,E14000787,Greater London Authority,2012-03-26,Schools And Seasonal Public Buildings,Natural Gas,,,,1943.68,110,144,3,40,0,0,28,13,53,41,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Marvels Lane Primary School, Riddons Road",Lewisham,Lewisham East,LONDON,2011-10-31,2011-10-29,2012-03-26 14:33:24,Standard Occupancy
12855116252018091114210203009108,,John Ball Primary School,Southvale Road,SE3 0TP,187963500000,121,87,,E,84,81,0,Schools And Seasonal Public Buildings,2018-08-29,E09000023,E14000787,Greater London Authority,2018-09-11,Schools And Seasonal Public Buildings,Natural Gas,,,,2814.83,148,134,54,40,0,0,44,,74,,0,,No,,,4,Heating and Natural Ventilation,S3;,"John Ball Primary School, Southvale Road",Lewisham,Lewisham East,LONDON,2018-02-28,2017-12-11,2018-09-11 14:21:02,Standard Occupancy
24649286952018121908102606909118,,Greenvale School,Waters Road,SE6 1UF,184866210000,105,101,100,E,110,78,0,Schools And Seasonal Public Buildings,2018-12-18,E09000023,E14000787,Greater London Authority,2018-12-19,Schools And Seasonal Public Buildings,Natural Gas,,,,3618.62,111,140,55,40,0,0,104,104,73,69,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Greenvale School, Waters Road",Lewisham,Lewisham East,LONDON,2018-09-30,2018-07-01,2018-12-19 08:10:26,Standard Occupancy
39560909212012102219570308909138,,Prendergast Ladywell Fields College,Manwood Road,SE4 1SA,180398930000,102,125,135,E,424,128,0,Schools And Seasonal Public Buildings,2012-10-20,E09000023,E14000789,Greater London Authority,2012-10-22,Schools And Seasonal Public Buildings,Natural Gas,,,,11111.72,59,137,69,40,0,0,466,534,233,231,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Prendergast Ladywell Fields College, Manwood Road",Lewisham,"Lewisham, Deptford",LONDON,2012-07-30,2012-06-30,2012-10-22 19:57:03,Standard Occupancy
11465528952016101208571306909457,,Holbeach Primary School,Doggett Road,SE6 4QB,477386650000,67,79,79,C,75,38,0,Schools And Seasonal Public Buildings,2016-10-12,E09000023,E14000787,Greater London Authority,2016-10-12,Schools And Seasonal Public Buildings,Natural Gas,,,,3571.85,55,132,38,40,0,0,57,57,60,57,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Holbeach Primary School, Doggett Road",Lewisham,Lewisham East,LONDON,2016-10-01,2016-08-01,2016-10-12 08:57:13,Standard Occupancy
8885907212010121309213207009476,,Eliot Bank Primary School,Thorpewood Avenue,SE26 4BU,461477170000,87,100,,D,43,58,0,Schools And Seasonal Public Buildings,2010-09-20,E09000023,E14000788,Greater London Authority,2010-12-13,Schools And Seasonal Public Buildings,Natural Gas,,,,2307,131,146,34,40,0,0,49,,64,,0,,No,,,4,Heating and Natural Ventilation,S3;,"Eliot Bank Primary School, Thorpewood Avenue",Lewisham,Lewisham West and Penge,LONDON,2009-10-13,2009-09-30,2010-12-13 09:21:32,Standard Occupancy
2987392212012100114241207019476,STILLNESS INFANTS,Stillness Junior & Infant School,Brockley Rise,SE23 1NH,469327870001,85,90,82,D,25,32,0,Schools And Seasonal Public Buildings,2012-09-21,E09000023,E14000789,Greater London Authority,2012-10-01,Schools And Seasonal Public Buildings,Natural Gas,,,,1373.66,119,137,34,40,0,1.6,29,19,32,35,0,0,No,,,4,Heating and Natural Ventilation,S3;,"STILLNESS INFANTS, Stillness Junior & Infant School, Brockley Rise",Lewisham,"Lewisham, Deptford",LONDON,2012-08-31,2012-07-31,2012-10-01 14:24:12,Standard Occupancy
55853398012012121918120704909476,,Laurence House,1 Catford Road,SE6 4RU,464484970000,143,147,145,F,1442,218,0,General Office,2012-12-01,E09000023,E14000787,Greater London Authority,2012-12-19,General Office,Natural Gas,,,,12068,93,126,217,130,0,0,1472,1454,310,309,0,0,Yes,,2,5,Air Conditioning,C1;,"Laurence House, 1 Catford Road",Lewisham,Lewisham East,LONDON,2012-10-23,2012-09-03,2012-12-19 18:12:07,Extended Occupancy
55853358212016050611432704009476,,Laurence House,1 Catford Road,SE6 4RU,464484970000,117,123,132,E,1165,181,0,General Office,2016-02-25,E09000023,E14000787,Greater London Authority,2016-05-06,General Office,Natural Gas,,,,12068,77,122,176,130,0,0,1255,1280,160,300,0,0,Yes,,3,5,Air Conditioning,C1;,"Laurence House, 1 Catford Road",Lewisham,Lewisham East,LONDON,2016-01-01,2016-01-01,2016-05-06 11:43:27,Extended Occupancy
12942763212017022717113200909478,,Sydenham Girls School,Dartmouth Road,SE26 4RD,483930470000,158,,,G,392,287,0,Schools And Seasonal Public Buildings,2016-10-26,E09000023,E14000788,Greater London Authority,2017-02-27,Schools And Seasonal Public Buildings,Natural Gas,,,,9042,,,,,,,,,,,,,Yes,,2,4,Mixed-mode with Mechanical Ventilation,S3;,"Sydenham Girls School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2016-11-30,2016-08-31,2017-02-27 17:11:32,Standard Occupancy
12942973052012020310310800029478,BLOCK G,Sydenham Girls School,Dartmouth Road,SE26 4RD,483930470002,92,92,48,D,122,74,0,Schools And Seasonal Public Buildings,2012-02-03,E09000023,E14000788,Greater London Authority,2012-02-03,Schools And Seasonal Public Buildings,Natural Gas,,,,4232,90,146,52,40,0,0,119,26,79,77,0,0,No,,,4,Heating and Natural Ventilation,S3;,"BLOCK G, Sydenham Girls School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2011-10-01,2011-08-31,2012-02-03 10:31:08,Standard Occupancy
12942993052014050611433700029478,BLOCK G,Sydenham Girls School,Dartmouth Road,SE26 4RD,483930470002,94,84,92,D,116,82,0,Schools And Seasonal Public Buildings,2014-05-01,E09000023,E14000788,Greater London Authority,2014-05-06,Schools And Seasonal Public Buildings,Natural Gas,,,,4232.65,100,143,50,40,0,0,103,122,77,74,0,0,Yes,,1,5,Heating and Natural Ventilation,S3;,"BLOCK G, Sydenham Girls School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2014-05-31,2014-03-03,2014-05-06 11:43:37,Standard Occupancy
8920071212014092319020304009491,,St. Margaret's Lee C of E Primary School,Lee Church Street,SE13 5SG,414614490000,100,97,83,D,45,21,0,Schools And Seasonal Public Buildings,2014-09-23,E09000023,E14000787,Greater London Authority,2014-09-23,Schools And Seasonal Public Buildings,Natural Gas,,,,1377,79,132,59,40,0,0,39,29,31,27,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"St. Margaret's Lee C of E Primary School, Lee Church Street",Lewisham,Lewisham East,LONDON,2014-09-01,2014-08-05,2014-09-23 19:02:03,Standard Occupancy
8920081052018022714403904009491,,St. Margaret's Lee C of E Primary School,Lee Church Street,SE13 5SG,414614490000,75,89,86,C,24,26,0,Schools And Seasonal Public Buildings,2018-02-08,E09000023,E14000787,Greater London Authority,2018-02-27,Schools And Seasonal Public Buildings,Natural Gas,,,,1377,97,135,31,40,0,0,37,37,22,21,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. Margaret's Lee C of E Primary School, Lee Church Street",Lewisham,Lewisham East,LONDON,2017-09-01,2017-08-01,2018-02-27 14:40:39,Standard Occupancy
8920071952010011311270004009491,,St. Margaret's Lee C of E Primary School,Lee Church Street,SE13 5SG,414614490000,101,118,,E,37,33,,Schools and seasonal public buildings,2010-01-13,E09000023,E14000787,Greater London Authority,2010-01-13,Schools and seasonal public buildings,Natural Gas,,,,1377,125,146,49,40,0,0,25,,50,,,,No,,,4,Heating and Natural Ventilation,S3;,"St. Margaret's Lee C of E Primary School, Lee Church Street",Lewisham,Lewisham East,LONDON,2009-09-16,2009-09-14,2010-01-13 11:27:00,
11622875052012080309485004009501,,Holy Cross RC School,Culverley Road,SE6 2LD,512954800000,66,65,82,C,24,16,0,Schools And Seasonal Public Buildings,2012-08-03,E09000023,E14000787,Greater London Authority,2012-08-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1199,69,146,36,40,0,0,22,31,17,19,0,0,Yes,,1,5,Mixed-mode with Natural Ventilation,S3;,"Holy Cross RC School, Culverley Road",Lewisham,Lewisham East,LONDON,2011-10-01,2011-08-01,2012-08-03 09:48:50,Standard Occupancy
5432428012014120218065305909504,,Abbey Manor College,40 Falmouth Close,SE12 8PJ,540185000000,110,106,114,E,94,57,0,Schools And Seasonal Public Buildings,2014-12-02,E09000023,E14000787,Greater London Authority,2014-12-02,Schools And Seasonal Public Buildings,Natural Gas,,,,2168,136,158,79,59,0,0,94,71,64,68,0,0,Yes,,1,5,Heating and Natural Ventilation,S3;,"Abbey Manor College, 40 Falmouth Close",Lewisham,Lewisham East,LONDON,2014-10-23,2014-09-22,2014-12-02 18:06:53,Extended Occupancy
54842651252019102517121702939513,LLOYDS BUILDING (BLOCK E),Edmund Waller School,Waller Road,SE14 5LY,539212810003,93,94,83,D,30,35,0,Restaurant; Schools And Seasonal Public Buildings,2019-10-25,E09000023,E14000789,Greater London Authority,2019-10-25,Schools And Seasonal Public Buildings,Natural Gas,,,,1212,148,166,45,47,0,0,31,20,36,28,0,0,No,,,4,Heating and Natural Ventilation,H1; S3;,"LLOYDS BUILDING (BLOCK E), Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2019-10-27,2019-09-18,2019-10-25 17:12:17,Standard Occupancy
9689091912014082918011202029513,BLUME BUILDING,Edmund Waller School,Waller Road,SE14 5LY,539212810002,95,42,,D,14,20,0,Schools And Seasonal Public Buildings,2014-06-11,E09000023,E14000789,Greater London Authority,2014-08-29,Schools And Seasonal Public Buildings,Natural Gas,,,,695,150,155,37,40,0,0,8,,3,,0,,No,,,4,Heating and Natural Ventilation,S3;,"BLUME BUILDING, Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2013-10-27,2013-10-01,2014-08-29 18:01:12,Standard Occupancy
10054924952017101218034007909522,,Haseltine Primary School,Haseltine Road,SE26 5AD,526747920000,70,83,84,C,97,18,0,Schools And Seasonal Public Buildings,2017-10-12,E09000023,E14000788,Greater London Authority,2017-10-12,Schools And Seasonal Public Buildings,Natural Gas,,,,3419.63,27,135,52,40,0,0,92,89,43,46,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Haseltine Primary School, Haseltine Road",Lewisham,Lewisham West and Penge,LONDON,2017-10-14,2017-08-01,2017-10-12 18:03:40,Standard Occupancy
40365205912012080110035805009528,,9-19 Rushey Green,,SE6 4AZ,584855320000,83,106,101,D,141,33,0,General Office,2012-07-10,E09000023,E14000787,Greater London Authority,2012-08-01,General Office,Oil,,,,2881,43,106,89,95,0,0,146,151,86,69,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,9-19 Rushey Green,Lewisham,Lewisham East,LONDON,2012-05-28,2012-02-29,2012-08-01 10:03:58,Standard Occupancy
11259329252016050611341802009543,,Granville Park Centre,48 Granville Park,SE13 7DX,537292740000,59,57,68,C,39,22,0,Schools And Seasonal Public Buildings,2016-02-22,E09000023,E14000787,Greater London Authority,2016-05-06,Schools And Seasonal Public Buildings,Natural Gas,,,,1526,74,168,47,65,0,0,42,46,17,31,0,0,Yes,,1,5,Heating and Natural Ventilation,S3;,"Granville Park Centre, 48 Granville Park",Lewisham,Lewisham East,LONDON,2016-01-01,2016-01-01,2016-05-06 11:34:18,Extended Occupancy
11259349012013120416542202909543,,Granville Park Centre,48 Granville Park,SE13 7DX,537292740000,68,61,60,C,46,31,0,Schools And Seasonal Public Buildings,2013-12-04,E09000023,E14000787,Greater London Authority,2013-12-04,Schools And Seasonal Public Buildings,Natural Gas,,,,1526,104,197,54,65,0,0,44,44,20,21,0,0,Yes,,1,4,Heating and Natural Ventilation,S3;,"Granville Park Centre, 48 Granville Park",Lewisham,Lewisham East,LONDON,2013-10-23,2013-09-16,2013-12-04 16:54:22,Extended Occupancy
33243840942018080814384720259220,DOD,Lewisham Hospital,Lewisham High Street,SE13 6LH,299964220005,93,128,120,D,131,72,0,Hospital - Clinical And Research,2017-12-20,E09000023,E14000789,Greater London Authority,2018-08-08,Hospital - Clinical And Research,Natural Gas,,,,1734.33,213,394,137,90,0,0,94,138,70,112,0,0,Yes,,2,3,Heating and Natural Ventilation,S6;,"DOD, Lewisham Hospital, Lewisham High Street",Lewisham,"Lewisham, Deptford",LONDON,2018-03-31,2018-03-31,2018-08-08 14:38:47,Standard Occupancy
