PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
SHORT,27655266032016112918351652900690,3,CON20,"Consider introducing variable speed drives (VSD) for fans, pumps and compressors.",MEDIUM
MEDIUM,27655266032016112918351652900690,3,BF9,Consider introducing orimproving cavity wall insulation.,MEDIUM
OTHER,27655266032016112918351652900690,3,None,Consider insulating hot water pipe work in the school. This will lead to less heat loss and a greater efficiency of the hot water systems.,MEDIUM
LONG,27655266032016112918351652900690,3,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
LONG,27655266032016112918351652900690,4,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,MEDIUM
MEDIUM,27655266032016112918351652900690,4,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
OTHER,27655266032016112918351652900690,4,None,Log onto the Carbon Trust Website for free publications on saving money and reducing carbon emissions. http@//www.carbonrust.co.uk,MEDIUM
SHORT,27655266032016112918351652900690,4,BF1,Consider introducing or improving loft insulation.,MEDIUM
SHORT,27655266032016112918351652900690,5,HS17,If stratification occurs consider re-circulating the air during heating.,LOW
OTHER,27655266032016112918351652900690,5,None,Investigate the base level of operation within the property by switching down all un-required equipment & lighting overnight then monitor future consumption against the base,HIGH
SHORT,27655266032016112918351652900690,6,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",MEDIUM
OTHER,27655266032016112918351652900690,6,None,Consider connecting PIR sensors to some of the lights to automatically switches lights on and off.,LOW
SHORT,27655266032016112918351652900690,7,BF7,"Consider adjusting existing, or installing new, automatic external door closers, or consider adopting revolving door solutions.",LOW
OTHER,27655266032016112918351652900690,7,None,"Consider Introducing LED lighting throughout the building LED’s have a high investment cost with a potential short payback period. The benefits are not only reduced energy costs but also maintenance as lighting lasts up to 100,000.00 hours.",HIGH
OTHER,27655266032016112918351652900690,8,None,"Consider Empowering some key students and making them, Environmental Champions. In their appointment they be asked to reduce wasted energy e.g. to turn off lights which are left on, inform the members of staff to turn radiators before opening windows to cool the room etc.",MEDIUM
SHORT,27655266032016112918351652900690,8,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
SHORT,27655266032016112918351652900690,9,SP24,Enable power save settings and power down management on computers and associated equipment.,MEDIUM
SHORT,27655266032016112918351652900690,10,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,MEDIUM
SHORT,27655266032016112918351652900690,11,X24,Boiler plant should be regularly tested and adjusted by experts for optimum operating efficiency.,LOW
SHORT,27655266032016112918351652900690,12,X4,Review staffing arrangements and set up formal systems for delegating authority for Building Energy Management System alterations and/or temporary overrides.,MEDIUM
LONG,2987392912009111914382007910476,1,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaries and their control systems and an implementation plan.",LOW
OTHER,2987392912009111914382007910476,1,None,PV array solar meter to be read and recorded when other enery meters are recorded,LOW
SHORT,2987392912009111914382007910476,1,BF1,Consider introducing or improving loft insulation.,LOW
SHORT,2987392912009111914382007910476,2,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",MEDIUM
OTHER,2987392912009111914382007910476,2,None,Consider fitting Thermostatic radiator valves onto the existing radiators,MEDIUM
SHORT,2987392912009111914382007910476,3,CON17,Consider installing timer controls to energy consuming plant and equipment and adjust to suit current building occupancy.,LOW
SHORT,2987392912009111914382007910476,4,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
OTHER,12461920052009031114111807000187,1,None,Fit and monitor all sub meters for energy usage on an aM & T system and act accordingly,MEDIUM
MEDIUM,12461920052009031114111807000187,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
SHORT,12461920052009031114111807000187,1,OM15,"It is recommended that energy management techniques are be introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
SHORT,12461920052009031114111807000187,2,CON18,Consider upgrading major time controls to include optimum start/stop.,MEDIUM
SHORT,12461920052009031114111807000187,3,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy assessor to undertake an inspection in compliance with the EPC Regulations SI 2007/991 as amended.),MEDIUM
SHORT,12461920052009031114111807000187,4,SP24,Enable power save settings and power down management on computers and associated equipment.,MEDIUM
SHORT,12461920052009031114111807000187,5,X20,Consider a programme of fitting energy meters to kitchen facilities as part of the serving and maintenance regime.,MEDIUM
SHORT,75571457032013042615113851000190,1,X15,"Consider engaging with building users to economise equipment energy consumption with targets, guidance on their achievement and incentives.",LOW
LONG,75571457032013042615113851000190,1,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
MEDIUM,75571457032013042615113851000190,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
SHORT,75571457032013042615113851000190,2,X25,"Consider introducing a system of regular checks of Heating, Ventilation and Air Conditioning (HVAC) time and temperature settings and provisions to prevent unauthorised adjustment.",MEDIUM
LONG,75571457032013042615113851000190,2,X7,Engage experts to review overall ventilation strategy and propose an investment programme for upgrading and/or switching to alternative solutions to improve effectiveness and energy efficiency.,HIGH
MEDIUM,75571457032013042615113851000190,2,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
