PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,2,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,HIGH
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,5,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,7,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
short,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,8,EPC-H5,Add local time control to heating system.,MEDIUM
medium,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,9,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,HIGH
medium,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,10,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
medium,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,11,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",HIGH
medium,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,12,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,HIGH
long,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,13,EPC-W3,Improve insulation on HWS storage.,LOW
long,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,14,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,15,EPC-R3,Consider installing solar water heating.,LOW
long,d3f21584b96a93e71ced1fcf6ab23531fccad94cf717cae1d50561b244868988,16,EPC-R4,Consider installing PV.,LOW
medium,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,1,EPC-H2,Add time control to heating system.,MEDIUM
medium,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,4,EPC-H5,Add local time control to heating system.,MEDIUM
long,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,5,EPC-W1,Install more efficient water heater.,MEDIUM
long,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,1ee904c8d3e1ca83d4b1a9ef91a57a2ec49e89ef6ad3850b040fc76ce26026ea,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
short,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,1,EPC-H2,Add time control to heating system.,MEDIUM
medium,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
medium,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,5,EPC-H5,Add local time control to heating system.,MEDIUM
long,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,8,EPC-W1,Install more efficient water heater.,MEDIUM
long,a749e4a2847a123f6083143bea9b72c748c5d5b40deeb447ab5a6e1b06a184c0,9,EPC-R5,Consider installing an air source heat pump.,HIGH
short,a5dc8bb867fd5b39bae016b818ac52ec49f69dd9333341bd682e924e4e74c496,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
long,a5dc8bb867fd5b39bae016b818ac52ec49f69dd9333341bd682e924e4e74c496,2,EPC-R3,Consider installing solar water heating.,LOW
long,a5dc8bb867fd5b39bae016b818ac52ec49f69dd9333341bd682e924e4e74c496,3,EPC-R5,Consider installing an air source heat pump.,HIGH
short,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,4,EPC-R3,Consider installing solar water heating.,LOW
long,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,1d25b9d05ac27155f0c63c27bb188b189b81c1ab4eea94ad8149267ead504a82,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
short,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,4,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,5,EPC-H2,Add time control to heating system.,LOW
long,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,6,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,7,EPC-R3,Consider installing solar water heating.,LOW
long,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,8,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,2108897e7bd629d69d3900e302e3a1c970c0e9617e84632b36a856779880300a,9,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
short,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
medium,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
medium,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,8,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,9,EPC-R5,Consider installing an air source heat pump.,HIGH
long,4f8a7c40555f0cd25852dc0889d16b55671d0fde83e9eb88e6d5ca9e4060fd19,10,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
short,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
short,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,4,EPC-H2,Add time control to heating system.,MEDIUM
medium,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,6,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,7,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,8,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,9,EPC-H6,Add local temperature control to the heating system.,MEDIUM
long,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,10,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,11,EPC-H5,Add local time control to heating system.,LOW
long,51972e85e8341e4e95b5d533bbfc613bc729b78a4f287e1516d107052e67d6b9,12,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
medium,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,6,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,5f8b70579d77b4b5b6b7fd23dbe04d462ad6b4d9d57de7749cbf1ca33152b6d6,7,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
short,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,3,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,5,EPC-H2,Add time control to heating system.,LOW
long,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,6,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,7,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,8,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,699cf927540ed5b184e31d539b7e154484b6f604e39c73762cc78904d8b177df,9,EPC-R3,Consider installing solar water heating.,LOW
short,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
medium,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,8,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,8b9f4622e7c4735f88550404c812382e403fa78a8bab4613afa8faa5bd00b460,9,EPC-R5,Consider installing an air source heat pump.,HIGH
short,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
short,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
medium,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
medium,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
medium,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,6,EPC-R5,Consider installing an air source heat pump.,HIGH
long,9d60269f8512187b78fcc5b91710b4bca164951416d1475560b853edc9b9f6cb,7,EPC-R1,Consider installing a ground source heat pump.,HIGH
